,,,,,,,,,,,,,,,,,,,
,003,Varies,Security: phase 3 Fence / AC,Varies," $ 10,225,000.00 "," $ 2,000,000.00 "," $ 3,768,570.80 ", CPO Estimate ," $ (1,768,570.80)"," $ 8,225,000.00 ",,,,,,,,,
,,,Security: remainder,,," $ 5,000,000.00 "," $ 5,000,000.00 ",, $ -   ," $ (5,000,000.00)",,,,,,,,,
,008,,Track Upgrade,Lynnwood," $ 1,000,000.00 "," $ 850,000.00 "," $ 810,857.89 ", 5/17/2024 est ," $ 39,142.11 "," $ 150,000.00 ",formerly AWM,,,,,,,,
,,MDM,,Sno. Co.,,,,,,,,,,,,,,,
,015,Varies,Soundsystems,Varies," $ 455,000.00 "," $ 455,000.00 "," $ 206,072.44 ", 11/27/2024 Update ," $ 248,927.56 ", $ -   ,,,,,,,,,
,,,2024 subtotal,," $ 13,480,000.00 "," $ 10,147,845.00 "," $ 11,085,501.13 ",," $ (937,656.13)"," $ 3,332,155.00 ",,,,,,,,,
,,,2025 completion,,, Board Approved Budget , Most Current Estimate ,, Board Budget Remainder , Levy Allocation Remainder ,,,,,,,,,
,Priority,Location,Project,Juristiction, 2020 Levy Allocation ,,, Date ,,,Notes,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,2025 Subtotal:,, $ -   , $ -   , $ -   ,, $ -   , $ -   ,,,,,,,,,
,,,2026 completion,,, Board Approved Budget , Most Current Estimate ,, Board Budget Remainder , Levy Allocation Remainder ,,,,,,,,,
,Priority,Location,Project,Juristiction, 2020 Levy Allocation ,,,Date,,,Notes,,,,,,,,
,018,Varies,Partnership,Varies," $ 500,000.00 "," $ 500,000.00 "," $ 42,825.67 ", 9/24/2024 Terrace Park Window Shade ," $ 457,174.33 ", $ -   ,,,,,,,,,
,007,Varies,Security: AX Controller Upgrade,Varies," $ 1,800,000.00 "," $ 750,000.00 "," $ 685,910.23 ",," $ 64,089.77 "," $ 1,050,000.00 ",,,,,,,,,
,,,Site Tech Infrastructure,,," $ 600,000.00 "," $ 600,000.00 ", CPO Estimate , $ -   ," $ (600,000.00)",,,,,,,,,
,,,2026 Subtotal:,," $ 2,300,000.00 "," $ 1,850,000.00 "," $ 1,328,735.91 ",," $ 521,264.09 "," $ 450,000.00 ",,,,,,,,,
,,,,, 2020 Levy Allocation , Board Approved Budget , Most Current Estimate ,, Board Budget Remainder , Levy Allocation Remainder ,2016 Levy Standing,,,,,,,,
,2020 Levy Total,,,," $ 34,870,000.00 "," $ 35,604,696.23 "," $ 35,163,398.95 ",," $ 441,297.28 "," $ (734,696.23)"," $ (293,398.95)",,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2016 Levy,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,2016 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate ,Date, Board Budget Contigency , Levy Budget Contigency ,Notes,,,,,,,,
,001,MDH,Gym Roof,Lynnwood," $ 600,000.00 "," $ 600,000.00 "," $ 418,723.18 ", 8/23/16 actuals ," $ 181,276.82 ", $ -   ,,,x,,,,,,
,,,2016 subtotal,," $ 600,000.00 "," $ 600,000.00 "," $ 418,723.18 ",," $ 181,276.82 ", $ -   ,,,,,,,,,
,,,2017 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate , Date , Board Budget Contigency , Levy Budget Contigency ,Notes,,,,,,,,
,004,MLE,domestic Water,Sno. Co.," $ 50,000.00 "," $ 95,000.00 "," $ 98,643.40 ",10/3/17 final," $ (3,643.40)"," $ (45,000.00)",Proj 1302,,X,,,,,,
,,"MTH,MDH,EWH",Tenis court surface,," $ 150,000.00 "," $ 200,000.00 "," $ 300,430.00 ", 10/13/22 correction ," $ (100,430.00)"," $ (50,000.00)",,,X,,,,,,
,012,CVE,south Field,Lynnwood," $ 2,000,000.00 "," $ 2,000,000.00 "," $ 1,756,947.60 ", 10/3/17 update ," $ 243,052.40 ", $ -   ,Proj 1314,,X,,,,,,
,011,CVE,north field,,,,,,,,Proj 1314,,X,,,,,,
,,,2017 subtotal,," $ 2,200,000.00 "," $ 2,295,000.00 "," $ 2,156,021.00 ",," $ 138,979.00 "," $ (95,000.00)",,,,,,,,,
,,,2018 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate , Date , Board Budget Contigency , Levy Budget Contigency ,Notes,,,,,,,,
,005,EWH,Baseball tennis & lighting,Edmonds," $ 5,800,000.00 "," $ 5,800,000.00 "," $ 5,791,490.41 "," $ 43,892.00 "," $ 8,509.59 ", $ -   ,,,X,,,,,,
,,,2018 subtotal,," $ 5,800,000.00 "," $ 5,800,000.00 "," $ 5,791,490.41 ",," $ 8,509.59 ", $ -   ,,,,,,,,,
,,,2019 completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate , Date , Board Budget Contigency , Levy Budget Contigency ,Notes,,,,,,,,
,006,MDH,Tennis Courts & lights,Edmonds," $ 1,100,000.00 "," $ 1,750,000.00 "," $ 1,490,740.28 ", 9/26/2019 update ," $ 259,259.72 "," $ (650,000.00)",multiple sites,,X,,,,,,
,014,MDH,baseball field turf,Lynnwood,,,,,,,,,X,,,,,,
,008,LWH,baseball field turf,Lynnwood," $ 3,850,000.00 "," $ 3,850,000.00 "," $ 3,122,397.89 ", 9/26/2019 update ," $ 727,602.11 ", $ -   ,,,X,,,,,,
,007,LWH,Field / track surface,Lynnwood,,,,,,,,,X,,,,,,
,,,2019 subtotal,," $ 4,950,000.00 "," $ 5,600,000.00 "," $ 4,613,138.17 ",," $ 986,861.83 "," $ (650,000.00)",,,,,,,,,
,,,2020 completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate , Date , Board Budget Contigency , Levy Budget Contigency ,Notes,,,,,,,,
,009,HWE,Flat Roof,Sno. Co.," $ 2,000,000.00 "," $ 2,500,000.00 "," $ 2,260,668.80 ",," $ 239,331.20 "," $ (500,000.00)",,,X,,,,,,
,,,2020 subtotal,," $ 2,000,000.00 "," $ 2,500,000.00 "," $ 2,260,668.80 ",," $ 239,331.20 "," $ (500,000.00)",,,,,,,,,
,,,2021 completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate , Date , Board Budget Contigency , Levy Budget Contigency ,Notes,,,,,,,,
,003,EDE,Roof,Edmonds," $ 1,600,000.00 "," $ 2,100,000.00 "," $ 1,875,960.02 ",," $ 224,039.98 "," $ (500,000.00)",,,X,,,,,,
,015,varies,Partnership,varies," $ 1,000,000.00 "," $ 1,000,000.00 "," $ 320,000.00 ",," $ 680,000.00 ", $ -   ,,,,,,,,,
,,,2021 Subtotal:,," $ 2,600,000.00 "," $ 3,100,000.00 "," $ 2,195,960.02 ",," $ 904,039.98 "," $ (500,000.00)",,,,,,,,,
,,,2022 completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate ,Date, Board Budget Contigency , Levy Budget Contigency ,Notes,,,,,,,,
,Ded,SWE,domestic Water,Edmonds," $ 50,000.00 ", $ -   , $ -   ,, $ -   ," $ 50,000.00 ",,,x,,,,,,
,002,varies,fall protection,varies," $ 1,450,000.00 "," $ 1,450,000.00 "," $ 2,362,069.45 ",," $ (912,069.45)", $ -   ,,,x,,,,,,
,Add,CPM,Gym Siding,, $ -   ," $ 70,000.00 "," $ 66,097.00 ",," $ 3,903.00 "," $ (70,000.00)",,,x,,,,,,
,Add,MWC,Boiler,, $ -   ," $ 50,000.00 "," $ 42,286.00 ",," $ 7,714.00 "," $ (50,000.00)",,,x,,,,,,
,013,FAM,Seismic,Sno. Co," $ 2,452,000.00 "," $ 3,000,000.00 "," $ 2,130,108.84 ",," $ 869,891.16 "," $ (548,000.00)",,,X,,,,,,
,013,BTM,Roof,Brier," $ 4,100,000.00 "," $ 4,100,000.00 "," $ 4,099,567.25 ",, $ 432.75 , $ -   ,,,X,,,,,,
,,,2022 Subtotal:,," $ 8,052,000.00 "," $ 8,670,000.00 "," $ 8,700,128.54 ",," $ (30,128.54)"," $ (618,000.00)",,,,,,,,,
,,,,, 2016 Levy Allocation , Board Approved Budget , Most Current Estimate ,, Board Budget Contigency , Levy Budget Contigency ,2016 Levy Standing,,,,,,,,
,2016 Levy Total,,,," $ 26,202,000.00 "," $ 28,565,000.00 "," $ 26,136,130.12 ",," $ 2,428,869.88 "," $ (2,363,000.00)"," $ 65,869.88 ",,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,2014 BOND,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,2015 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2014 Bond Allocation , Board Approved Budget , Most Current Estimate ,Date, Board Budget Contigency , Bond Budget Contigency ,Notes,,,,,,,,
,001,WC,Waterline,Edmonds," $ 2,000,000.00 "," $ 1,500,000.00 "," $ 1,034,359.24 ", 12/17/15 final ," $ 465,640.76 "," $ 500,000.00 ",,,,,,,,,
,008,EWH,Stadium,Edmonds," $ 2,300,000.00 "," $ 1,750,000.00 "," $ 1,657,196.39 ", 1/8/16 final ," $ 92,803.62 "," $ 550,000.00 ",,,,,,,,,
,017,EWH,Lighting,,,,,,,,,,,,,,,,
,011,BTM,Paving,Brier," $ 750,000.00 "," $ 750,000.00 "," $ 212,925.27 ", 12/17/15 Final ," $ 537,074.73 ", $ -   ,,,,,,,,,
,014,SWE,Traffic,Edmonds," $ 940,000.00 "," $ 1,200,000.00 "," $ 1,184,291.53 ", 12/17/15 Final ," $ 15,708.47 "," $ (260,000.00)",,,,,,,,,
,074,SWE,Playground & Parking,,,,,,,,,,,,,,,,
,073,SWE,Field Drainage,,,,,,,,,,,,,,,,
,005,BEVE,Floor,Lynnwood," $ 450,000.00 "," $ 450,000.00 "," $ 466,759.18 ", 10/6/15 Final ," $ (16,759.18)", $ -   ,,,,,,,,,
,028,WGE,Floor,Edmonds,,,,,,,,,,,,,,,
,035,MLE,Floor,Sno. Co.,,,,,,,,,,,,,,,
,057,HWE,Sprinkler,Sno. Co.," $ 650,000.00 "," $ 650,000.00 "," $ 540,030.50 ", 12/17/2015 Final ," $ 109,969.50 ", $ -   ,"$ 350,000 2012 Levy",,,,,,,,
,,,15 Subtotal:,," $ 7,090,000.00 "," $ 6,300,000.00 "," $ 5,095,562.11 ",," $ 1,204,437.89 "," $ 790,000.00 ",,,,,,,,,
,,,2016 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2014 Bond Allocation , Board Approved Budget , Most Current Estimate ,Date, Board Budget Contigency , Bond Budget Contigency ,Notes,,,,,,,,
,004,BEVE,Playground & Parking,Lynnwood," $ 830,000.00 "," $ 1,200,000.00 "," $ 524,690.72 ", 8/10/16 final ," $ 675,309.28 "," $ (370,000.00)",,,,171269,,,,,
,026,CPM,Playground & Parking,,,,,,,,,,,239412,,,,,
,049,CPE,Parking,,,,,,,,,,,111333,,,,,
,044,CWE,Traffic,Mt Lk Terace," $ 1,000,000.00 "," $ 1,700,000.00 "," $ 1,495,083.07 ", 8/23/16 Actuals ," $ 204,916.93 "," $ (700,000.00)",,,,,,,,,
,023,MDE,Playshed,Lynwood," $ 75,000.00 "," $ 30,000.00 "," $ 16,426.05 ", 8/23/16 final ," $ 13,573.95 "," $ 45,000.00 ",,,,,,,,,
,010,CWE,Floor,Mt Lk Terace," $ 450,000.00 "," $ 470,000.00 "," $ 454,166.45 ", 03/30/16 final ," $ 15,833.55 "," $ (20,000.00)",,,,,,,,,
,018,HTE ,Floor,Sno. Co.,,,,,,,,,,,,,,,
,019,MTH,Windows & Doors P1,Mt Lk Terace," $ 1,925,000.00 "," $ 1,250,000.00 "," $ 894,287.52 ", 8/23/16 final ," $ 355,712.48 "," $ 675,000.00 ",,,,,,,,,
,032,MTH,Windows & Doors P2,,,,,,,,,,,,,,,,
,069,MTH,Field Surface,Mt Lk Terace," $ 2,685,000.00 "," $ 3,250,000.00 "," $ 2,155,586.50 ", 4/25/2016 final ," $ 1,094,413.50 "," $ (565,000.00)",,,,,,,,,
,013,MTH,Track Surface,,,,,,,,,,,,,,,,
,009,MDH,Track & Field Surface,Lynnwood,,,,,,,,,,,,,,,
,020,CLE,HVAC Boiler,Edmonds," $ 20,000.00 "," $ 20,000.00 "," $ 13,913.29 ", 8/23/2016 final ," $ 6,086.71 ", $ -   ,,,,,,,,,
,046,CLE,HVAC Exhaust,,,,,,,,,,,,,,,,
,077,SVE,Field Drainage,Edmonds," $ 150,000.00 "," $ 150,000.00 "," $ 107,512.41 ", 8/23/16 final ," $ 42,487.59 ", $ -   ,,,,,,,,,
,030,MWK,HVAC,Edmonds," $ 325,000.00 "," $ 420,000.00 "," $ 410,633.12 ", 1-5-18 final ," $ 9,366.88 "," $ (95,000.00)",,,,,,,,,
,,,16 Subtotal:,," $ 7,460,000.00 "," $ 8,490,000.00 "," $ 6,072,299.13 ",," $ 2,417,700.87 "," $ (1,030,000.00)",,,,,,,,,
,,,2017 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2014 Bond Allocation , Board Approved Budget , Most Current Estimate ,Date, Board Budget Contigency , Bond Budget Contigency ,Notes,,,,,,,,
,02,MLE,Roof,Sno. Co.," $ 875,000.00 "," $ 1,100,000.00 "," $ 904,700.00 ", 1-4-18 update ," $ 195,300.00 "," $ (225,000.00)",Project 1297,,,,,,,,
,051,MLE,Windows & Doors,,,,,,,,,,,,,,,,
,?,MTH,Cooling,Mt Lk Terace," $ 600,000.00 "," $ 625,000.00 "," $ 656,871.96 ",10/3/2017 update," $ (31,871.96)"," $ (25,000.00)",project 1292,,,,,,,,
,031,MD field,Field Surface,Lynnwood," $ 1,000,000.00 "," $ 1,000,000.00 "," $ 1,000,000.00 ",, $ -   , $ -   ,Project 12xxx  contr. o city,,,,,,,,
,039,BRE,Floor,Brier," $ 250,000.00 "," $ 250,000.00 "," $ 204,386.02 ", 10/3/17final ," $ 45,613.98 ", $ -   ,Proj 1320,,,,,,,,
,016,CPE,Playshed,Lynnwood," $ 75,000.00 "," $ 75,000.00 "," $ 16,023.36 ", 3/2/2017 final ," $ 58,976.64 ", $ -   ,Project 1323,,,,,,,,
,,,17 Subtotal:,," $ 2,800,000.00 "," $ 3,050,000.00 "," $ 2,781,981.34 ",," $ 268,018.66 "," $ (250,000.00)",,,,,,,,,
,,,2018 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2014 Bond Allocation , Board Approved Budget , Most Current Estimate ,Date, Board Budget Contigency , Bond Budget Contigency ,Notes,,,,,,,,
,012,WC,Downspout & Drainage,Edmonds," $ 3,850,000.00 "," $ 4,200,000.00 "," $ 3,514,563.07 ", 3-15-18 final ," $ 685,436.93 "," $ (350,000.00)",Add remainder   2012 Levy,,,,,,,,
,054,WC,Roof P3,,,,,,,,,,,,,,,,
,021,WC,Ants,,,,,,,,,,,,,,,,
,029,EWH,Softball Field Surface,Edmonds," $ 500,000.00 "," $ 500,000.00 "," $ 574,320.44 ", wyser plug ," $ (74,320.44)", $ -   ,,,,,,,,,
,047,CLE,Field Drainage,Edmonds," $ 150,000.00 "," $ 150,000.00 "," $ 132,626.82 ", 12/19/18 final ," $ 17,373.18 ", $ -   ,,,,,,,,,
,079,TPE,Windows & Doors,Mt Lk Terace," $ 30,000.00 "," $ 30,000.00 "," $ 45,006.77 ",1/4/18 final," $ (15,006.77)", $ -   ,,,,,,,,,
,050,TPE,HVAC & Boiler,Mt Lk Terace," $ 10,000.00 "," $ 10,000.00 "," $ 32,637.60 ", 1/4/18 final ," $ (22,637.60)", $ -   ,,,,,,,,,
,,,18 Subtotal:,," $ 4,540,000.00 "," $ 4,890,000.00 "," $ 4,299,154.69 ",," $ 590,845.31 "," $ (350,000.00)",,,,,,,,,
,,,2019 Completion,,,,,,,,,,,,,,,,
,Priority,Location,Project,Juristiction, 2014 Bond Allocation , Board Approved Budget , Most Current Estimate ,Date, Board Budget Contigency , Bond Budget Contigency ,Notes,,,,,,,,
,024,CVE,HVAC,Lynnwood," $ 20,000.00 "," $ 20,000.00 "," $ 20,000.00 ",, $ -   , $ -   ,,,,,,,,,
,007,MLE,HVAC & Boiler,Lynnwood," $ 10,000.00 "," $ 10,000.00 "," $ 10,000.00 ",, $ -   , $ -   ,,,,,,,,,
,027,WC,Playground & Parking,Edmonds," $ 900,000.00 "," $ 100,000.00 "," $ 100,000.00 ",, $ -   ," $ 800,000.00 ",,,,,,,,,
,078,OHE,Playground & Parking,Sno. Co.," $ 240,000.00 "," $ 240,000.00 "," $ 240,000.00 ",, $ -   , $ -   ,,,,,,,,,
,033,WWE,Roof,Edmonds," $ 750,000.00 "," $ 1,600,000.00 "," $ 1,510,747.90 ",," $ 89,252.10 "," $ (850,000.00)",Potential delay to 2020,,,,,,,,
,< click (+) to expand,,Security Total,varies," $ 3,945,000.00 "," $ 3,945,000.00 "," $ 3,855,000.00 ",," $ 90,000.00 ", $ -   ,,,,,,,,,
,037,AECC,Security,Sno. Co.," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,038,BEVE,Security,Lynwood," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,040,BRE,Security,Brier," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,041,CPM,Security,Lynwood," $ 175,000.00 "," $ 175,000.00 "," $ 175,000.00 ",, $ -   , $ -   ,,,,,,,,,
,042,CVE,Security,Lynwood," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,043,CWE,Security,Mt Lk Terace," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,045,CLE,Security,Edmonds," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,048,CPE,Security,Lynwood," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,052,EE,Security,Edmonds," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,053,EWH,Security,Edmonds," $ 300,000.00 "," $ 300,000.00 "," $ 300,000.00 ",, $ -   , $ -   ,,,,,,,,,
,055,WC,Security,Edmonds," $ 300,000.00 "," $ 300,000.00 "," $ 300,000.00 ",, $ -   , $ -   ,,,,,,,,,
,056,HWE,Security,Sno. Co.," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,058,HTE ,Security,Sno. Co.," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,060,LH,Security,Sno. Co.," $ 100,000.00 "," $ 100,000.00 "," $ 100,000.00 ",, $ -   , $ -   ,,,,,,,,,
,061,MWK,Security,Edmonds," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,062,BTM,Security,Brier," $ 175,000.00 "," $ 175,000.00 "," $ 175,000.00 ",, $ -   , $ -   ,,,,,,,,,
,063,MLE,Security,Sno. Co.," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,065,MDE,Security,Lynwood," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,066,MDH,Security,Lynwood," $ 300,000.00 "," $ 300,000.00 "," $ 300,000.00 ",, $ -   , $ -   ,,,,,,,,,
,067,MM,Security,Lynwood," $ 60,000.00 "," $ 60,000.00 "," $ 60,000.00 ",, $ -   , $ -   ,,,,,,,,,
,070,MTH,Security,Mt Lk Terace," $ 300,000.00 "," $ 300,000.00 "," $ 300,000.00 ",, $ -   , $ -   ,,,,,,,,,
,071,OHE,Security,Sno. Co.," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,072,SVE,Security,Edmonds," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,075,SWE,Security,Edmonds," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,080,TPE,Security,Mt Lk Terace," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,081,WGE,Security,Edmonds," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,082,MWK,Security,Edmonds," $ 50,000.00 "," $ 50,000.00 "," $ 50,000.00 ",, $ -   , $ -   ,,,,,,,,,
,083,WWE,Security,Edmonds," $ 115,000.00 "," $ 115,000.00 "," $ 115,000.00 ",, $ -   , $ -   ,,,,,,,,,
,025,CPE,Roof,Lynnwood, $ -   , $ -   , $ -   , NA , $ -   , $ -   ,,,,,,,,,
,034,CPE,Floor,Lynnwood," $ 100,000.00 "," $ 100,000.00 "," $ 100,000.00 ",, $ -   , $ -   ,,,,,,,,,
,006,BTM,Floor,Brier," $ 250,000.00 "," $ 250,000.00 "," $ 267,060.00 ", 12/19/18 update ," $ (17,060.00)", $ -   ,,,,,,,,,
,,OHE Waterline,,Sno. Co.," $ 550,000.00 "," $ 550,000.00 "," $ 531,414.19 ",," $ 18,585.81 ", $ -   ,,,,,,,,,
,,,Ed's Budget Reconciliation,," $ (2,555,000.00)", $ -   , $ -   ,, $ -   ," $ (2,555,000.00)",,,,,,,,,
,,,Misc Security Expense,, $ -   , $ -   ," $ 42,000.00 ",," $ (42,000.00)", $ -   ,Blinds,,,,,,,,
,,,19 Subtotal:,," $ 4,210,000.00 "," $ 6,815,000.00 "," $ 6,676,222.09 ",," $ 138,777.91 "," $ (2,605,000.00)",,,,,,,,,
,,,,, 2014 Bond Allocation , Board Approved Budget , Most Current Estimate ,, Board Budget Contigency , Bond Budget Contigency ,2014 Overall Bond Standing,,,,,,,,
,2014 Bond Total,,,," $ 26,100,000.00 "," $ 29,545,000.00 "," $ 24,925,219.37 ",," $ 4,619,780.63 "," $ (3,445,000.00)"," $ 1,174,780.63 ",,,,,,,,
